source_file,source_row_number,company_name,tweet_id,tweet_url,created_at,text,humor_presence_binary,original_presence_value,label_source_detail,dedupe_key,usable_row,exclude_reason,duplicate_of_source_file,duplicate_key
20260615wendy's/result/wendys_final_humor_presence_full_predictions.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h1_literature_post_format_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h1_simple_ols_ttest_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h1_three_post_format_combinations_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h1_time_fe_combinations_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h1_time_fe_only_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h2_coder1_priority_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h2_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_h2_four_type_humor_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/data/wendys_model_based_humor_type_dataset.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/result/wendys_final_humor_presence_oof_error_audit.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
20260615wendy's/result/wendys_final_humor_type_coder1_priority_audit.csv,2,Wendy's,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,1,1,final_humor_binary,tweet_id:2065192194277818396,yes,,20260615wendy's/data/wendys_final_humor_presence_dataset.csv,tweet_id:2065192194277818396
