company_name,ticker,cik,period,filing_date,target_report_year,alignment_type,recommended_main_alignment,same_month_alignment,prefiling_lag_1m_alignment,prefiling_lag_3m_alignment,CAR_m1_p1,CAR_m3_p3,CAR_m5_p5,join_ready_for_CAR_m1_p1,join_ready_for_CAR_m3_p3,join_ready_for_CAR_m5_p5,humor_share,humor_count,log_humor_count,humor_presence_any,humor_share_ambiguity_as_zero,humor_share_ambiguity_excluded,humor_share_ambiguity_as_missing,aggressive_share,affiliative_share,self_enhancing_share,self_defeating_share,rare_negative_humor_share,aggressive_humor_usage_intensity,aggressive_humor_usage_intensity_sq,total_posts,ambiguity_rate,high_ambiguity_flag,source_x_handle_count,naics_sector_code,naics_sector_name,industry_homogeneity_control,CAR_m3_p3_complete_window,CAR_m5_p5_complete_window,ar_computation_status,hc_log_humor_count,hc_humor_count,hc_humor_presence_any,hc_humor_share,hc_v2_aggressive_candidate_count,hc_log_v2_aggressive_candidate,hc_v2_aggressive_candidate_presence,hc_v2_aggressive_candidate_share,hc_v2_aggressive_candidate_intensity,hc_rare_class_candidate_count,hc_log_rare_class_candidate,hc_rare_class_candidate_presence,hc_rare_class_candidate_share,hc_rare_class_candidate_intensity,hc_negative_humor_count,hc_negative_humor_presence_any,hc_negative_humor_share,hc_negative_humor_intensity,hc_aggressive_count,hc_aggressive_presence,hc_log_aggressive,hc_aggressive_share_among_humor,hc_v1v2_disagreement_count,hc_v1v2_disagreement_presence,humor_prob_sum,humor_prob_mean,aggressive_prob_sum,aggressive_prob_mean,aggressive_prob_max,ambiguity_adjusted_humor_share,aggressive_prob_intensity,negative_humor_presence_any_post,top_k_aggressive_score,_total_posts_fc,aggressive_candidate_score_sum,aggressive_candidate_score_mean,aggressive_candidate_score_max,sd_candidate_score_sum,sd_candidate_score_mean,sd_candidate_score_max,_humor_count_fc,_ambiguous_count_fc,top_k_aggressive_type_confidence,aggressive_prob_sum_legacy,aggressive_prob_mean_legacy,aggressive_prob_max_legacy,aggressive_prob_intensity_legacy,top_k_aggressive_score_legacy,aggressive_candidate_score_intensity_bounded,hc_v2_aggressive_candidate_intensity_bounded,hc_rare_class_candidate_intensity_bounded,hc_v2_aggressive_candidate_ratio_to_hard_humor,sd_candidate_score_intensity_bounded
AT&T,T,732717,2026-01,2026-02-09,2025,prefiling_lag_1m,prefiling_lag_1m,False,True,True,8.4e-05,0.072441,0.09165283,True,True,True,0.137931,4,1.609438,1,0.137931,0.25,0.137931,0.0,0.0,0.103448,0.034483,0.034483,0.0,0.0,29,0.448276,0,1,51,Information,51,True,True,computed,1.6094379124341005,4,1,0.137931,1,0.6931471805599453,1,0.0344827586206896,0.25,0,0.0,0,0.0,0.0,1,1,0.0344827586206896,0.25,0,0,0.0,0.0,7,1,16.032801,0.5528552068965517,0.080468716111741,0.0027747833141979,0.0077807262137923,0.5528552068965517,0.0201171790279352,1,0.0,29,0.08046871611174106,0.0027747833141979674,0.007780726213792392,0.5856394777198226,0.0201944647489594,0.5542183599999999,4,13,0.0,0.080468716111741,0.0027747833141979,0.0077807262137923,0.0201171790279352,0.0,0.0027747833141979674,0.034482758620689655,0.0,0.25,0.0201944647489594
AT&T,T,732717,2026-02,2026-02-09,2025,same_month,same_month (caution: simultaneity risk),True,False,False,8.4e-05,0.072441,0.09165283,True,True,True,0.20339,12,2.564949,1,0.20339,0.4,0.20339,0.0,0.084746,0.118644,0.0,0.0,0.0,0.0,59,0.491525,0,1,51,Information,51,True,True,computed,2.5649493574615367,12,1,0.20339,1,0.6931471805599453,1,0.0169491525423728,0.0833333333333333,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,1,34.282589,0.5810608305084746,0.1819786269456756,0.0030843835075538,0.0076314359344397,0.5810608305084746,0.0151648855788063,0,0.0,59,0.18197862694567568,0.003084383507553825,0.0076314359344397485,0.07105832099783528,0.001204378321997208,0.0029798940315431404,12,29,0.0,0.1819786269456756,0.0030843835075538,0.0076314359344397,0.0151648855788063,0.0,0.003084383507553825,0.01694915254237288,0.0,0.08333333333333333,0.001204378321997208
AbbVie,ABBV,1551152,2023-11,2024-02-20,2023,prefiling_lag_3m,prefiling_lag_3m,False,False,True,-0.007376,0.01982874,0.02225963,True,True,True,0.15625,5,1.791759,1,0.15625,0.3125,,0.0,0.125,0.03125,0.0,0.0,0.0,0.0,32,0.5,1,1,31-33,Manufacturing,31-33,True,True,computed,1.791759469228055,5,1,0.15625,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,19.758094,0.6174404375,0.1128997644572724,0.0035281176392897,0.0084572894546953,0.6174404375,0.0225799528914544,0,0.0,32,0.11289976445727244,0.003528117639289764,0.008457289454695392,0.044084669930934954,0.0013776459353417173,0.0033023701680239153,5,16,0.0,0.1128997644572724,0.0035281176392897,0.0084572894546953,0.0225799528914544,0.0,0.003528117639289764,0.0,0.0,0.0,0.0013776459353417173
AbbVie,ABBV,1551152,2023-12,2024-02-20,2023,prefiling_lag_3m,prefiling_lag_3m,False,False,True,-0.007376,0.01982874,0.02225963,True,True,True,0.074074,2,1.098612,1,0.074074,0.105263,0.074074,0.0,0.037037,0.037037,0.0,0.0,0.0,0.0,27,0.296296,0,1,31-33,Manufacturing,31-33,True,True,computed,1.0986122886681096,2,1,0.074074,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,16.725023,0.6194452962962963,0.0592811859602102,0.0021955994800077,0.0083417797134316,0.6194452962962963,0.0296405929801051,0,0.0,27,0.059281185960210286,0.002195599480007788,0.008341779713431604,0.023147891660653543,0.0008573293207649461,0.003257266364292341,2,8,0.0,0.0592811859602102,0.0021955994800077,0.0083417797134316,0.0296405929801051,0.0,0.002195599480007788,0.0,0.0,0.0,0.0008573293207649461
AbbVie,ABBV,1551152,2024-01,2024-02-20,2023,prefiling_lag_1m,prefiling_lag_1m,False,True,True,-0.007376,0.01982874,0.02225963,True,True,True,0.173913,4,1.609438,1,0.173913,0.266667,0.173913,0.0,0.086957,0.086957,0.0,0.0,0.0,0.0,23,0.347826,0,1,31-33,Manufacturing,31-33,True,True,computed,1.6094379124341005,4,1,0.173913,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,14.027482,0.6098905217391304,0.0551693119266055,0.0023986657359393,0.0078363488300175,0.6098905217391304,0.0137923279816513,0,0.0,23,0.0551693119266055,0.0023986657359393697,0.007836348830017523,0.02154230275229358,0.000936621858795373,0.003059907638387795,4,8,0.0,0.0551693119266055,0.0023986657359393,0.0078363488300175,0.0137923279816513,0.0,0.0023986657359393697,0.0,0.0,0.0,0.000936621858795373
AbbVie,ABBV,1551152,2024-02,2024-02-20,2023,same_month,same_month (caution: simultaneity risk),True,False,False,-0.007376,0.01982874,0.02225963,True,True,True,0.064516,2,1.098612,1,0.064516,0.086957,0.064516,0.0,0.032258,0.032258,0.0,0.0,0.0,0.0,31,0.258065,0,1,31-33,Manufacturing,31-33,True,True,computed,1.0986122886681096,2,1,0.064516,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,18.08333,0.5833332258064516,0.0549638686733326,0.0017730280217204,0.0080433723327492,0.5833332258064516,0.0274819343366663,0,0.0,31,0.05496386867333264,0.0017730280217204077,0.0080433723327492,0.02146208205339656,0.0006923252275289212,0.0031407453870734977,2,8,0.0,0.0549638686733326,0.0017730280217204,0.0080433723327492,0.0274819343366663,0.0,0.0017730280217204077,0.0,0.0,0.0,0.0006923252275289212
AbbVie,ABBV,1551152,2024-11,2025-02-14,2024,prefiling_lag_3m,prefiling_lag_3m,False,False,True,0.01377,0.05175599,0.05916984,True,True,True,0.055556,1,0.693147,1,0.055556,0.090909,0.055556,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,18,0.388889,0,1,31-33,Manufacturing,31-33,True,True,computed,0.6931471805599453,1,1,0.055556,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,11.249164,0.6249535555555555,0.0525221018451705,0.0029178945469539,0.0083607318833109,0.6249535555555555,0.0525221018451705,0,0.0,18,0.052522101845170595,0.002917894546953922,0.008360731883310999,0.020508630244304712,0.0011393683469058174,0.0032646667353881044,1,7,0.0,0.0525221018451705,0.0029178945469539,0.0083607318833109,0.0525221018451705,0.0,0.002917894546953922,0.0,0.0,0.0,0.0011393683469058174
AbbVie,ABBV,1551152,2024-12,2025-02-14,2024,prefiling_lag_3m,prefiling_lag_3m,False,False,True,0.01377,0.05175599,0.05916984,True,True,True,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.384615,0,1,31-33,Manufacturing,31-33,True,True,computed,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,15.469427,0.5949779615384615,0.0730318240387589,0.002808916309183,0.0079103824348005,0.5949779615384615,0.0,0,0.0,26,0.0730318240387589,0.0028089163091830345,0.007910382434800536,0.028517188434182047,0.0010968149397762325,0.003088815998350686,0,10,0.0,0.0730318240387589,0.002808916309183,0.0079103824348005,0.0,0.0,0.0028089163091830345,0.0,0.0,0.0,0.0010968149397762325
AbbVie,ABBV,1551152,2025-01,2025-02-14,2024,prefiling_lag_1m,prefiling_lag_1m,False,True,True,0.01377,0.05175599,0.05916984,True,True,True,0.1,1,0.693147,1,0.1,0.125,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10,0.2,0,1,31-33,Manufacturing,31-33,True,True,computed,0.6931471805599453,1,1,0.1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,5.939142,0.5939142000000001,0.0132653283166683,0.0013265328316668,0.0069672008040408,0.5939142000000001,0.0132653283166683,0,0.0,10,0.013265328316668386,0.0013265328316668385,0.006967200804040821,0.005179794866508608,0.0005179794866508608,0.002720526028244511,1,2,0.0,0.0132653283166683,0.0013265328316668,0.0069672008040408,0.0132653283166683,0.0,0.0013265328316668385,0.0,0.0,0.0,0.0005179794866508608
AbbVie,ABBV,1551152,2025-02,2025-02-14,2024,same_month,same_month (caution: simultaneity risk),True,False,False,0.01377,0.05175599,0.05916984,True,True,True,0.047619,1,0.693147,1,0.047619,0.0625,0.047619,0.0,0.047619,0.0,0.0,0.0,0.0,0.0,21,0.238095,0,1,31-33,Manufacturing,31-33,True,True,computed,0.6931471805599453,1,1,0.047619,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,11.784807,0.5611812857142857,0.0329522059581486,0.0015691526646737,0.0081079569116585,0.5611812857142857,0.0329522059581486,0,0.0,21,0.03295220595814864,0.001569152664673745,0.008107956911658592,0.012867051850324709,0.0006127167547773671,0.003165964127409546,1,5,0.0,0.0329522059581486,0.0015691526646737,0.0081079569116585,0.0329522059581486,0.0,0.001569152664673745,0.0,0.0,0.0,0.0006127167547773671
AbbVie,ABBV,1551152,2025-11,2026-02-20,2025,prefiling_lag_3m,prefiling_lag_3m,False,False,True,0.004775,-0.03128623,0.04796416,True,True,True,0.1,2,1.098612,1,0.1,0.222222,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,20,0.55,1,1,31-33,Manufacturing,31-33,True,True,computed,1.0986122886681096,2,1,0.1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,12.775087,0.6387543499999999,0.0787685733429543,0.0039384286671477,0.007926217400268,0.6387543499999999,0.0393842866714771,0,0.0,20,0.07876857334295433,0.003938428667147716,0.007926217400268014,0.030757252448201218,0.0015378626224100609,0.0030949991753427483,2,11,0.0,0.0787685733429543,0.0039384286671477,0.007926217400268,0.0393842866714771,0.0,0.003938428667147716,0.0,0.0,0.0,0.0015378626224100609
AbbVie,ABBV,1551152,2025-12,2026-02-20,2025,prefiling_lag_3m,prefiling_lag_3m,False,False,True,0.004775,-0.03128623,0.04796416,True,True,True,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.555556,1,1,31-33,Manufacturing,31-33,True,True,computed,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,5.739341,0.6377045555555555,0.0379703097618802,0.0042189233068755,0.0080652577053911,0.6377045555555555,0.0,0,0.0,9,0.03797030976188021,0.004218923306875579,0.008065257705391196,0.014826501907019896,0.0016473891007799885,0.003149291104009896,0,5,0.0,0.0379703097618802,0.0042189233068755,0.0080652577053911,0.0,0.0,0.004218923306875579,0.0,0.0,0.0,0.0016473891007799885
AbbVie,ABBV,1551152,2026-01,2026-02-20,2025,prefiling_lag_1m,prefiling_lag_1m,False,True,True,0.004775,-0.03128623,0.04796416,True,True,True,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,0,1,31-33,Manufacturing,31-33,True,True,computed,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,3.001574,0.6003147999999999,0.0080498773322337,0.0016099754664467,0.0080498773322337,0.6003147999999999,0.0,0,0.0,5,0.00804987733223379,0.001609975466446758,0.00804987733223379,0.0031432854344912893,0.0006286570868982578,0.0031432854344912893,0,1,0.0,0.0080498773322337,0.0016099754664467,0.0080498773322337,0.0,0.0,0.001609975466446758,0.0,0.0,0.0,0.0006286570868982578
AbbVie,ABBV,1551152,2026-02,2026-02-20,2025,same_month,same_month (caution: simultaneity risk),True,False,False,0.004775,-0.03128623,0.04796416,True,True,True,0.066667,1,0.693147,1,0.066667,0.071429,0.066667,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,15,0.066667,0,1,31-33,Manufacturing,31-33,True,True,computed,0.6931471805599453,1,1,0.066667,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,1,8.695646,0.5797097333333333,0.0080669678383671,0.0005377978558911,0.0080669678383671,0.5797097333333333,0.0080669678383671,0,0.0,15,0.008066967838367177,0.0005377978558911452,0.008066967838367177,0.003149958870219565,0.00020999725801463767,0.003149958870219565,1,1,0.0,0.0080669678383671,0.0005377978558911,0.0080669678383671,0.0080669678383671,0.0,0.0005377978558911452,0.0,0.0,0.0,0.00020999725801463767
Albertsons,ACI,1646972,2023-01,2023-04-25,2023,prefiling_lag_3m,prefiling_lag_3m,False,False,True,0.026373,0.00752004,0.0324041,True,True,True,1.0,1,0.693147,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,44-45,Retail Trade,44-45,True,True,computed,0.6931471805599453,1,1,1.0,7,2.079441541679836,1,7.0,7.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,1,0.695683,0.695683,0.0,0.0,0.0,0.695683,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0
Albertsons,ACI,1646972,2023-02,2023-04-25,2023,prefiling_lag_3m,prefiling_lag_3m,False,False,True,0.026373,0.00752004,0.0324041,True,True,True,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1,44-45,Retail Trade,44-45,True,True,computed,0.0,0,0,0.0,7,2.079441541679836,1,7.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,1,0.772742,0.772742,0.0083638707349757,0.0083638707349757,0.0083638707349757,0.772742,0.0,0,0.0,1,0.008363870734975775,0.008363870734975775,0.008363870734975775,0.0032658923822286366,0.0032658923822286366,0.0032658923822286366,0,1,0.0,0.0083638707349757,0.0083638707349757,0.0083638707349757,0.0,0.0,0.008363870734975775,7.0,0.0,0.0,0.0032658923822286366
